District,DBN,School Name,Grade,Group,Class,Year,Number Tested,Mean Scale Score,# Level 1,% Level 1,# Level 2,% Level 2,# Level 3,% Level 3,# Level 4,% Level 4,# Level 3+4,% Level 3+4
20,20K223,J.H.S. 223 THE MONTAUK,7,Group 1,Class 4,2017,305,323,41,13.4,107,35.1,76,24.9,81,26.6,157,51.5
20,20K223,J.H.S. 223 THE MONTAUK,8,,Class 3,2017,305,315,64,21,95,31.1,67,22,79,25.9,146,47.9
20,20K227,J.H.S. 227 EDWARD B. SHALLOW,6,Group 2,Class 5,2017,497,304,123,24.7,184,37,101,20.3,89,17.9,190,38.2
20,20K227,J.H.S. 227 EDWARD B. SHALLOW,7,Group 1,Class 4,2017,445,310,136,30.6,118,26.5,116,26.1,75,16.9,191,42.9
20,20K227,J.H.S. 227 EDWARD B. SHALLOW,8,,Class 3,2017,458,313,98,21.4,144,31.4,145,31.7,71,15.5,216,47.2
20,20K229,P.S. 229 DYKER,3,Group 5,,2017,146,329,12,8.2,26,17.8,52,35.6,56,38.4,108,74
20,20K229,P.S. 229 DYKER,4,Group 4,,2017,137,350,7,5.1,20,14.6,17,12.4,93,67.9,110,80.3
20,20K229,P.S. 229 DYKER,5,Group 3,,2017,163,335,21,12.9,21,12.9,49,30.1,72,44.2,121,74.2
20,20K229,P.S. 229 DYKER,6,Group 2,Class 5,2017,113,340,9,8,19,16.8,22,19.5,63,55.8,85,75.2
20,20K229,P.S. 229 DYKER,7,Group 1,Class 4,2017,127,330,15,11.8,31,24.4,42,33.1,39,30.7,81,63.8
20,20K229,P.S. 229 DYKER,8,,Class 3,2017,64,313,10,15.6,32,50,15,23.4,7,10.9,22,34.4
20,20K259,J.H.S. 259 WILLIAM MCKINLEY,6,Group 2,Class 5,2017,603,324,91,15.1,141,23.4,132,21.9,239,39.6,371,61.5
20,20K259,J.H.S. 259 WILLIAM MCKINLEY,7,Group 1,Class 4,2017,569,334,74,13,124,21.8,150,26.4,221,38.8,371,65.2
20,20K259,J.H.S. 259 WILLIAM MCKINLEY,8,,Class 3,2017,548,329,53,9.7,154,28.1,170,31,171,31.2,341,62.2
20,20K609,URBAN ASSEMBLY SCHOOL FOR LEADERSHIP AND EMPOWERME,6,Group 2,Class 5,2017,66,291,22,33.3,28,42.4,13,19.7,3,4.5,16,24.2
20,20K609,URBAN ASSEMBLY SCHOOL FOR LEADERSHIP AND EMPOWERME,7,Group 1,Class 4,2017,63,313,13,20.6,25,39.7,22,34.9,3,4.8,25,39.7
20,20K609,URBAN ASSEMBLY SCHOOL FOR LEADERSHIP AND EMPOWERME,8,,Class 3,2017,66,316,7,10.6,33,50,21,31.8,5,7.6,26,39.4
20,20K686,BROOKLYN SCHOOL OF INQUIRY,3,Group 5,,2017,61,350,0,0,3,4.9,18,29.5,40,65.6,58,95.1
20,20K686,BROOKLYN SCHOOL OF INQUIRY,4,Group 4,,2017,56,349,0,0,4,7.1,16,28.6,36,64.3,52,92.9
20,20K686,BROOKLYN SCHOOL OF INQUIRY,5,Group 3,,2017,57,347,1,1.8,6,10.5,19,33.3,31,54.4,50,87.7
20,20K686,BROOKLYN SCHOOL OF INQUIRY,6,Group 2,Class 5,2017,59,350,0,0,5,8.5,14,23.7,40,67.8,54,91.5
20,20K686,BROOKLYN SCHOOL OF INQUIRY,7,Group 1,Class 4,2017,83,350,0,0,8,9.6,28,33.7,47,56.6,75,90.4
20,20K686,BROOKLYN SCHOOL OF INQUIRY,8,,Class 3,2017,41,342,0,0,8,19.5,14,34.1,19,46.3,33,80.5
24,24Q005,I.S. 5 - THE WALTER CROWLEY INTERMEDIATE SCHOOL,6,Group 2,Class 5,2017,592,314,122,20.6,178,30.1,116,19.6,176,29.7,292,49.3
24,24Q005,I.S. 5 - THE WALTER CROWLEY INTERMEDIATE SCHOOL,7,Group 1,Class 4,2017,608,322,112,18.4,169,27.8,175,28.8,152,25,327,53.8
24,24Q005,I.S. 5 - THE WALTER CROWLEY INTERMEDIATE SCHOOL,8,,Class 3,2017,514,311,104,20.2,197,38.3,138,26.8,75,14.6,213,41.4
24,24Q049,P.S. 049 DOROTHY BONAWIT KOLE,3,Group 5,,2017,126,323,13,10.3,32,25.4,34,27,47,37.3,81,64.3
24,24Q049,P.S. 049 DOROTHY BONAWIT KOLE,4,Group 4,,2017,122,321,14,11.5,37,30.3,36,29.5,35,28.7,71,58.2
24,24Q049,P.S. 049 DOROTHY BONAWIT KOLE,5,Group 3,,2017,121,329,10,8.3,27,22.3,49,40.5,35,28.9,84,69.4
24,24Q049,P.S. 049 DOROTHY BONAWIT KOLE,6,Group 2,Class 5,2017,135,323,19,14.1,42,31.1,22,16.3,52,38.5,74,54.8
24,24Q049,P.S. 049 DOROTHY BONAWIT KOLE,7,Group 1,Class 4,2017,127,328,16,12.6,31,24.4,45,35.4,35,27.6,80,63
24,24Q049,P.S. 049 DOROTHY BONAWIT KOLE,8,,Class 3,2017,112,318,16,14.3,35,31.3,40,35.7,21,18.8,61,54.5
24,24Q061,I.S. 061 LEONARDO DA VINCI,6,Group 2,Class 5,2017,751,288,329,43.8,278,37,85,11.3,59,7.9,144,19.2
24,24Q061,I.S. 061 LEONARDO DA VINCI,7,Group 1,Class 4,2017,681,298,263,38.6,263,38.6,120,17.6,35,5.1,155,22.8
24,24Q061,I.S. 061 LEONARDO DA VINCI,8,,Class 3,2017,587,280,293,49.9,250,42.6,37,6.3,7,1.2,44,7.5
24,24Q073,I.S. 73 - THE FRANK SANSIVIERI INTERMEDIATE SCHOOL,6,Group 2,Class 5,2017,535,315,110,20.6,182,34,88,16.4,155,29,243,45.4
24,24Q073,I.S. 73 - THE FRANK SANSIVIERI INTERMEDIATE SCHOOL,7,Group 1,Class 4,2017,769,320,169,22,196,25.5,223,29,181,23.5,404,52.5
24,24Q073,I.S. 73 - THE FRANK SANSIVIERI INTERMEDIATE SCHOOL,8,,Class 3,2017,707,313,166,23.5,227,32.1,173,24.5,141,19.9,314,44.4
24,24Q077,JOSEPH F. QUINN INTERMEDIATE SCHOOL 77,6,Group 2,Class 5,2017,352,289,140,39.8,137,38.9,52,14.8,23,6.5,75,21.3
24,24Q077,JOSEPH F. QUINN INTERMEDIATE SCHOOL 77,7,Group 1,Class 4,2017,322,291,158,49.1,92,28.6,52,16.1,20,6.2,72,22.4
24,24Q077,JOSEPH F. QUINN INTERMEDIATE SCHOOL 77,8,,Class 3,2017,233,272,141,60.5,84,36.1,8,3.4,0,0,8,3.4
24,24Q087,P.S./I.S. 087 MIDDLE VILLAGE,3,Group 5,,2017,48,327,3,6.3,13,27.1,14,29.2,18,37.5,32,66.7
24,24Q087,P.S./I.S. 087 MIDDLE VILLAGE,4,Group 4,,2017,51,304,9,17.6,23,45.1,10,19.6,9,17.6,19,37.3
24,24Q087,P.S./I.S. 087 MIDDLE VILLAGE,5,Group 3,,2017,39,311,10,25.6,11,28.2,13,33.3,5,12.8,18,46.2
24,24Q087,P.S./I.S. 087 MIDDLE VILLAGE,6,Group 2,Class 5,2017,65,295,22,33.8,25,38.5,10,15.4,8,12.3,18,27.7
24,24Q087,P.S./I.S. 087 MIDDLE VILLAGE,7,Group 1,Class 4,2017,63,287,35,55.6,13,20.6,11,17.5,4,6.3,15,23.8
24,24Q087,P.S./I.S. 087 MIDDLE VILLAGE,8,,Class 3,2017,37,294,17,45.9,10,27,7,18.9,3,8.1,10,27
24,24Q093,I.S. 093 RIDGEWOOD,6,Group 2,Class 5,2017,311,299,106,34.1,109,35,61,19.6,35,11.3,96,30.9
24,24Q093,I.S. 093 RIDGEWOOD,7,Group 1,Class 4,2017,367,303,137,37.3,116,31.6,71,19.3,43,11.7,114,31.1
24,24Q093,I.S. 093 RIDGEWOOD,8,,Class 3,2017,321,300,91,28.3,146,45.5,69,21.5,15,4.7,84,26.2
24,24Q102,P.S. 102 BAYVIEW,3,Group 5,,2017,150,318,23,15.3,39,26,43,28.7,45,30,88,58.7
24,24Q102,P.S. 102 BAYVIEW,4,Group 4,,2017,156,322,22,14.1,42,26.9,43,27.6,49,31.4,92,59
24,24Q102,P.S. 102 BAYVIEW,5,Group 3,,2017,146,325,37,25.3,30,20.5,33,22.6,46,31.5,79,54.1
24,24Q102,P.S. 102 BAYVIEW,6,Group 2,Class 5,2017,154,324,21,13.6,38,24.7,41,26.6,54,35.1,95,61.7
24,24Q102,P.S. 102 BAYVIEW,7,Group 1,Class 4,2017,141,323,27,19.1,36,25.5,40,28.4,38,27,78,55.3
24,24Q102,P.S. 102 BAYVIEW,8,,Class 3,2017,111,331,10,9,30,27,35,31.5,36,32.4,71,64
24,24Q113,P.S./I.S. 113 ANTHONY J. PRANZO,3,Group 5,,2017,94,313,13,13.8,30,31.9,33,35.1,18,19.1,51,54.3
24,24Q113,P.S./I.S. 113 ANTHONY J. PRANZO,4,Group 4,,2017,93,322,6,6.5,30,32.3,31,33.3,26,28,57,61.3
24,24Q113,P.S./I.S. 113 ANTHONY J. PRANZO,5,Group 3,,2017,94,330,10,10.6,23,24.5,32,34,29,30.9,61,64.9
24,24Q113,P.S./I.S. 113 ANTHONY J. PRANZO,6,Group 2,Class 5,2017,103,329,4,3.9,32,31.1,29,28.2,38,36.9,67,65
24,24Q113,P.S./I.S. 113 ANTHONY J. PRANZO,7,Group 1,Class 4,2017,129,320,25,19.4,44,34.1,37,28.7,23,17.8,60,46.5
24,24Q113,P.S./I.S. 113 ANTHONY J. PRANZO,8,,Class 3,2017,115,321,14,12.2,42,36.5,42,36.5,17,14.8,59,51.3
24,24Q119,P.S./I.S. 119 THE GLENDALE,3,Group 5,,2017,109,343,2,1.8,25,22.9,19,17.4,63,57.8,82,75.2
24,24Q119,P.S./I.S. 119 THE GLENDALE,4,Group 4,,2017,91,343,4,4.4,16,17.6,22,24.2,49,53.8,71,78
24,24Q119,P.S./I.S. 119 THE GLENDALE,5,Group 3,,2017,57,324,9,15.8,12,21.1,22,38.6,14,24.6,36,63.2
24,24Q119,P.S./I.S. 119 THE GLENDALE,6,Group 2,Class 5,2017,187,329,36,19.3,41,21.9,28,15,82,43.9,110,58.8
24,24Q119,P.S./I.S. 119 THE GLENDALE,7,Group 1,Class 4,2017,209,329,47,22.5,40,19.1,31,14.8,91,43.5,122,58.4
24,24Q119,P.S./I.S. 119 THE GLENDALE,8,,Class 3,2017,120,285,57,47.5,44,36.7,14,11.7,5,4.2,19,15.8
24,24Q125,I.S. 125 THOM J. MCCANN WOODSIDE,6,Group 2,Class 5,2017,373,308,88,23.6,121,32.4,86,23.1,78,20.9,164,44
24,24Q125,I.S. 125 THOM J. MCCANN WOODSIDE,7,Group 1,Class 4,2017,485,312,119,24.5,155,32,149,30.7,62,12.8,211,43.5
24,24Q125,I.S. 125 THOM J. MCCANN WOODSIDE,8,,Class 3,2017,370,299,100,27,170,45.9,82,22.2,18,4.9,100,27
24,24Q128,"P.S. 128 THE LORRAINE TUZZO, JUNIPER VALLEY ELEMEN",3,Group 5,,2017,112,335,10,8.9,14,12.5,29,25.9,59,52.7,88,78.6
24,24Q128,"P.S. 128 THE LORRAINE TUZZO, JUNIPER VALLEY ELEMEN",4,Group 4,,2017,115,325,11,9.6,29,25.2,32,27.8,43,37.4,75,65.2
24,24Q128,"P.S. 128 THE LORRAINE TUZZO, JUNIPER VALLEY ELEMEN",5,Group 3,,2017,123,327,13,10.6,32,26,45,36.6,33,26.8,78,63.4
24,24Q128,"P.S. 128 THE LORRAINE TUZZO, JUNIPER VALLEY ELEMEN",6,Group 2,Class 5,2017,96,313,21,21.9,25,26,27,28.1,23,24,50,52.1
24,24Q128,"P.S. 128 THE LORRAINE TUZZO, JUNIPER VALLEY ELEMEN",7,Group 1,Class 4,2017,105,333,9,8.6,29,27.6,29,27.6,38,36.2,67,63.8
24,24Q128,"P.S. 128 THE LORRAINE TUZZO, JUNIPER VALLEY ELEMEN",8,,Class 3,2017,41,288,14,34.1,21,51.2,6,14.6,0,0,6,14.6
24,24Q311,CORONA ARTS & SCIENCES ACADEMY,6,Group 2,Class 5,2017,290,294,108,37.2,114,39.3,38,13.1,30,10.3,68,23.4
24,24Q311,CORONA ARTS & SCIENCES ACADEMY,7,Group 1,Class 4,2017,120,299,43,35.8,48,40,26,21.7,3,2.5,29,24.2
24,24Q311,CORONA ARTS & SCIENCES ACADEMY,8,,Class 3,2017,120,296,39,32.5,58,48.3,21,17.5,2,1.7,23,19.2
24,24Q560,"ROBERT F. WAGNER, JR. SECONDARY SCHOOL FOR ARTS AN",6,Group 2,Class 5,2017,51,338,4,7.8,6,11.8,14,27.5,27,52.9,41,80.4
24,24Q560,"ROBERT F. WAGNER, JR. SECONDARY SCHOOL FOR ARTS AN",7,Group 1,Class 4,2017,50,340,3,6,9,18,22,44,16,32,38,76
31,31R002,I.S. R002 GEORGE L. EGBERT,6,Group 2,Class 5,2017,288,299,97,33.7,92,31.9,58,20.1,41,14.2,99,34.4
31,31R002,I.S. R002 GEORGE L. EGBERT,7,Group 1,Class 4,2017,277,302,99,35.7,87,31.4,68,24.5,23,8.3,91,32.9
31,31R002,I.S. R002 GEORGE L. EGBERT,8,,Class 3,2017,189,286,82,43.4,85,45,18,9.5,4,2.1,22,11.6
31,31R007,I.S. 007 ELIAS BERNSTEIN,6,Group 2,Class 5,2017,355,327,32,9,104,29.3,81,22.8,138,38.9,219,61.7
31,31R007,I.S. 007 ELIAS BERNSTEIN,7,Group 1,Class 4,2017,375,330,48,12.8,104,27.7,105,28,118,31.5,223,59.5
31,31R007,I.S. 007 ELIAS BERNSTEIN,8,,Class 3,2017,349,319,54,15.5,113,32.4,119,34.1,63,18.1,182,52.1
31,31R024,I.S. 024 MYRA S. BARNES,6,Group 2,Class 5,2017,433,314,88,20.3,123,28.4,100,23.1,122,28.2,222,51.3
31,31R024,I.S. 024 MYRA S. BARNES,7,Group 1,Class 4,2017,377,311,93,24.7,122,32.4,114,30.2,48,12.7,162,43
31,31R024,I.S. 024 MYRA S. BARNES,8,,Class 3,2017,245,287,99,40.4,113,46.1,29,11.8,4,1.6,33,13.5
31,31R027,I.S. 027 ANNING S. PRALL,6,Group 2,Class 5,2017,276,303,85,30.8,84,30.4,53,19.2,54,19.6,107,38.8
31,31R027,I.S. 027 ANNING S. PRALL,7,Group 1,Class 4,2017,298,301,122,40.9,93,31.2,47,15.8,36,12.1,83,27.9
31,31R027,I.S. 027 ANNING S. PRALL,8,,Class 3,2017,174,270,115,66.1,50,28.7,8,4.6,1,0.6,9,5.2
31,31R028,THE EAGLE ACADEMY FOR YOUNG MEN OF STATEN ISLAND,6,Group 2,Class 5,2017,60,282,27,45,23,38.3,7,11.7,3,5,10,16.7
31,31R028,THE EAGLE ACADEMY FOR YOUNG MEN OF STATEN ISLAND,7,Group 1,Class 4,2017,61,289,32,52.5,18,29.5,10,16.4,1,1.6,11,18
31,31R028,THE EAGLE ACADEMY FOR YOUNG MEN OF STATEN ISLAND,8,,Class 3,2017,53,282,22,41.5,24,45.3,5,9.4,2,3.8,7,13.2
31,31R034,I.S. 034 TOTTENVILLE,6,Group 2,Class 5,2017,339,326,31,9.1,99,29.2,91,26.8,118,34.8,209,61.7
31,31R034,I.S. 034 TOTTENVILLE,7,Group 1,Class 4,2017,351,324,54,15.4,101,28.8,118,33.6,78,22.2,196,55.8
31,31R034,I.S. 034 TOTTENVILLE,8,,Class 3,2017,354,319,43,12.1,144,40.7,105,29.7,62,17.5,167,47.2
31,31R048,P.S. 048 WILLIAM G. WILCOX,3,Group 5,,2017,97,336,1,1,20,20.6,26,26.8,50,51.5,76,78.4
31,31R048,P.S. 048 WILLIAM G. WILCOX,4,Group 4,,2017,99,322,9,9.1,31,31.3,28,28.3,31,31.3,59,59.6
31,31R048,P.S. 048 WILLIAM G. WILCOX,5,Group 3,,2017,128,325,11,8.6,34,26.6,54,42.2,29,22.7,83,64.8
31,31R048,P.S. 048 WILLIAM G. WILCOX,6,Group 2,Class 5,2017,98,317,12,12.2,30,30.6,29,29.6,27,27.6,56,57.1
31,31R048,P.S. 048 WILLIAM G. WILCOX,7,Group 1,Class 4,2017,116,329,9,7.8,31,26.7,48,41.4,28,24.1,76,65.5
31,31R048,P.S. 048 WILLIAM G. WILCOX,8,,Class 3,2017,66,316,13,19.7,24,36.4,13,19.7,16,24.2,29,43.9
31,31R049,I.S. 49 BERTA A. DREYFUS,6,Group 2,Class 5,2017,257,273,151,58.8,76,29.6,19,7.4,11,4.3,30,11.7
31,31R049,I.S. 49 BERTA A. DREYFUS,7,Group 1,Class 4,2017,252,279,162,64.3,53,21,25,9.9,12,4.8,37,14.7
31,31R049,I.S. 49 BERTA A. DREYFUS,8,,Class 3,2017,233,274,144,61.8,66,28.3,15,6.4,8,3.4,23,9.9
31,31R051,I.S. 051 EDWIN MARKHAM,6,Group 2,Class 5,2017,428,291,157,36.7,159,37.1,69,16.1,43,10,112,26.2
31,31R051,I.S. 051 EDWIN MARKHAM,7,Group 1,Class 4,2017,385,289,193,50.1,102,26.5,67,17.4,23,6,90,23.4
31,31R051,I.S. 051 EDWIN MARKHAM,8,,Class 3,2017,332,282,172,51.8,98,29.5,49,14.8,13,3.9,62,18.7
31,31R061,I.S. 061 WILLIAM A MORRIS,6,Group 2,Class 5,2017,306,281,156,51,100,32.7,30,9.8,20,6.5,50,16.3
31,31R061,I.S. 061 WILLIAM A MORRIS,7,Group 1,Class 4,2017,312,283,193,61.9,77,24.7,33,10.6,9,2.9,42,13.5
31,31R061,I.S. 061 WILLIAM A MORRIS,8,,Class 3,2017,382,283,188,49.2,147,38.5,41,10.7,6,1.6,47,12.3
31,31R063,MARSH AVENUE SCHOOL FOR EXPEDITIONARY LEARNING,6,Group 2,Class 5,2017,152,308,36,23.7,48,31.6,34,22.4,34,22.4,68,44.7
31,31R063,MARSH AVENUE SCHOOL FOR EXPEDITIONARY LEARNING,7,Group 1,Class 4,2017,159,326,15,9.4,50,31.4,65,40.9,29,18.2,94,59.1
31,31R063,MARSH AVENUE SCHOOL FOR EXPEDITIONARY LEARNING,8,,Class 3,2017,96,299,25,26,53,55.2,14,14.6,4,4.2,18,18.8
31,31R072,I.S. 072 ROCCO LAURIE,6,Group 2,Class 5,2017,410,305,113,27.6,112,27.3,96,23.4,89,21.7,185,45.1
31,31R072,I.S. 072 ROCCO LAURIE,7,Group 1,Class 4,2017,431,311,104,24.1,142,32.9,125,29,60,13.9,185,42.9
31,31R072,I.S. 072 ROCCO LAURIE,8,,Class 3,2017,332,298,99,29.8,145,43.7,69,20.8,19,5.7,88,26.5
31,31R075,I.S. 075 FRANK D. PAULO,6,Group 2,Class 5,2017,439,326,44,10,125,28.5,118,26.9,152,34.6,270,61.5
31,31R075,I.S. 075 FRANK D. PAULO,7,Group 1,Class 4,2017,409,323,66,16.1,124,30.3,118,28.9,101,24.7,219,53.5
31,31R075,I.S. 075 FRANK D. PAULO,8,,Class 3,2017,350,306,80,22.9,154,44,89,25.4,27,7.7,116,33.1
31,31R080,THE MICHAEL J. PETRIDES SCHOOL,3,Group 5,,2017,90,322,5,5.6,28,31.1,26,28.9,31,34.4,57,63.3
31,31R080,THE MICHAEL J. PETRIDES SCHOOL,4,Group 4,,2017,101,315,12,11.9,36,35.6,28,27.7,25,24.8,53,52.5
31,31R080,THE MICHAEL J. PETRIDES SCHOOL,5,Group 3,,2017,96,297,40,41.7,30,31.3,15,15.6,11,11.5,26,27.1
31,31R080,THE MICHAEL J. PETRIDES SCHOOL,6,Group 2,Class 5,2017,100,303,26,26,36,36,27,27,11,11,38,38
31,31R080,THE MICHAEL J. PETRIDES SCHOOL,7,Group 1,Class 4,2017,97,313,24,24.7,35,36.1,21,21.6,17,17.5,38,39.2
31,31R861,STATEN ISLAND SCHOOL OF CIVIC LEADERSHIP,3,Group 5,,2017,101,301,29,28.7,29,28.7,27,26.7,16,15.8,43,42.6
31,31R861,STATEN ISLAND SCHOOL OF CIVIC LEADERSHIP,4,Group 4,,2017,99,325,9,9.1,22,22.2,34,34.3,34,34.3,68,68.7
31,31R861,STATEN ISLAND SCHOOL OF CIVIC LEADERSHIP,5,Group 3,,2017,100,312,25,25,27,27,37,37,11,11,48,48
31,31R861,STATEN ISLAND SCHOOL OF CIVIC LEADERSHIP,6,Group 2,Class 5,2017,94,313,17,18.1,33,35.1,18,19.1,26,27.7,44,46.8
31,31R861,STATEN ISLAND SCHOOL OF CIVIC LEADERSHIP,7,Group 1,Class 4,2017,98,315,15,15.3,43,43.9,29,29.6,11,11.2,40,40.8
31,31R861,STATEN ISLAND SCHOOL OF CIVIC LEADERSHIP,8,,Class 3,2017,95,306,25,26.3,36,37.9,24,25.3,10,10.5,34,35.8
02,02M104,J.H.S. 104 SIMON BARUCH,6,Group 3,Class 6,2018,362,607,52,14.4,89,24.6,108,29.8,113,31.2,221,61
02,02M104,J.H.S. 104 SIMON BARUCH,7,Group 2,Class 5,2018,354,614,30,8.5,59,16.7,98,27.7,167,47.2,265,74.9
02,02M104,J.H.S. 104 SIMON BARUCH,8,Group 1,Class 4,2018,220,608,43,19.5,50,22.7,74,33.6,53,24.1,127,57.7
02,02M114,EAST SIDE MIDDLE SCHOOL,6,Group 3,Class 6,2018,141,630,1,0.7,7,5,13,9.2,120,85.1,133,94.3
02,02M114,EAST SIDE MIDDLE SCHOOL,7,Group 2,Class 5,2018,149,630,3,2,2,1.3,12,8.1,132,88.6,144,96.6
02,02M114,EAST SIDE MIDDLE SCHOOL,8,Group 1,Class 4,2018,149,633,0,0,5,3.4,29,19.5,115,77.2,144,96.6
02,02M126,P.S. 126 JACOB AUGUST RIIS,3,,,2018,63,599,17,27,14,22.2,15,23.8,17,27,32,50.8
02,02M126,P.S. 126 JACOB AUGUST RIIS,4,Group 5,,2018,63,606,8,12.7,18,28.6,12,19,25,39.7,37,58.7
02,02M126,P.S. 126 JACOB AUGUST RIIS,5,Group 4,,2018,78,612,7,9,13,16.7,24,30.8,34,43.6,58,74.4
02,02M126,P.S. 126 JACOB AUGUST RIIS,6,Group 3,Class 6,2018,119,618,11,9.2,14,11.8,12,10.1,82,68.9,94,79
02,02M126,P.S. 126 JACOB AUGUST RIIS,7,Group 2,Class 5,2018,103,617,8,7.8,12,11.7,28,27.2,55,53.4,83,80.6
02,02M126,P.S. 126 JACOB AUGUST RIIS,8,Group 1,Class 4,2018,1,,,,,,,,,,,
02,02M131,M.S. 131,6,Group 3,Class 6,2018,127,601,32,25.2,33,26,36,28.3,26,20.5,62,48.8
02,02M131,M.S. 131,7,Group 2,Class 5,2018,151,608,19,12.6,39,25.8,52,34.4,41,27.2,93,61.6
02,02M131,M.S. 131,8,Group 1,Class 4,2018,116,621,9,7.8,23,19.8,18,15.5,66,56.9,84,72.4
02,02M167,J.H.S. 167 ROBERT F. WAGNER,6,Group 3,Class 6,2018,444,617,32,7.2,52,11.7,113,25.5,247,55.6,360,81.1
02,02M167,J.H.S. 167 ROBERT F. WAGNER,7,Group 2,Class 5,2018,444,619,29,6.5,47,10.6,110,24.8,258,58.1,368,82.9
02,02M167,J.H.S. 167 ROBERT F. WAGNER,8,Group 1,Class 4,2018,299,618,28,9.4,46,15.4,85,28.4,140,46.8,225,75.3
02,02M177,YORKVILLE EAST MIDDLE SCHOOL,6,Group 3,Class 6,2018,71,612,7,9.9,13,18.3,17,23.9,34,47.9,51,71.8
02,02M177,YORKVILLE EAST MIDDLE SCHOOL,7,Group 2,Class 5,2018,74,613,5,6.8,17,23,20,27,32,43.2,52,70.3
02,02M177,YORKVILLE EAST MIDDLE SCHOOL,8,Group 1,Class 4,2018,50,601,16,32,16,32,17,34,1,2,18,36
02,02M217,P.S./I.S. 217 ROOSEVELT ISLAND,3,,,2018,83,610,7,8.4,10,12,32,38.6,34,41,66,79.5
02,02M217,P.S./I.S. 217 ROOSEVELT ISLAND,4,Group 5,,2018,97,610,13,13.4,16,16.5,23,23.7,45,46.4,68,70.1
02,02M217,P.S./I.S. 217 ROOSEVELT ISLAND,5,Group 4,,2018,55,613,7,12.7,10,18.2,14,25.5,24,43.6,38,69.1
02,02M217,P.S./I.S. 217 ROOSEVELT ISLAND,6,Group 3,Class 6,2018,30,596,10,33.3,9,30,8,26.7,3,10,11,36.7
02,02M217,P.S./I.S. 217 ROOSEVELT ISLAND,7,Group 2,Class 5,2018,26,602,7,26.9,4,15.4,9,34.6,6,23.1,15,57.7
02,02M217,P.S./I.S. 217 ROOSEVELT ISLAND,8,Group 1,Class 4,2018,21,608,4,19,6,28.6,6,28.6,5,23.8,11,52.4
02,02M225,ELLA BAKER SCHOOL,3,,,2018,6,600,0,0,3,50,3,50,0,0,3,50
02,02M225,ELLA BAKER SCHOOL,4,Group 5,,2018,14,604,1,7.1,4,28.6,6,42.9,3,21.4,9,64.3
02,02M225,ELLA BAKER SCHOOL,5,Group 4,,2018,14,600,5,35.7,1,7.1,7,50,1,7.1,8,57.1
02,02M225,ELLA BAKER SCHOOL,6,Group 3,Class 6,2018,9,598,2,22.2,4,44.4,3,33.3,0,0,3,33.3
02,02M225,ELLA BAKER SCHOOL,7,Group 2,Class 5,2018,14,605,1,7.1,5,35.7,8,57.1,0,0,8,57.1
02,02M225,ELLA BAKER SCHOOL,8,Group 1,Class 4,2018,2,,,,,,,,,,,
02,02M255,M.S. 255 SALK SCHOOL OF SCIENCE,6,Group 3,Class 6,2018,130,621,6,4.6,12,9.2,15,11.5,97,74.6,112,86.2
02,02M255,M.S. 255 SALK SCHOOL OF SCIENCE,7,Group 2,Class 5,2018,128,624,1,0.8,10,7.8,22,17.2,95,74.2,117,91.4
02,02M255,M.S. 255 SALK SCHOOL OF SCIENCE,8,Group 1,Class 4,2018,74,627,2,2.7,6,8.1,16,21.6,50,67.6,66,89.2
02,02M260,THE CLINTON SCHOOL,6,Group 3,Class 6,2018,95,618,5,5.3,4,4.2,24,25.3,62,65.3,86,90.5
02,02M260,THE CLINTON SCHOOL,7,Group 2,Class 5,2018,94,617,2,2.1,2,2.1,50,53.2,40,42.6,90,95.7
02,02M276,BATTERY PARK CITY SCHOOL,3,,,2018,89,613,4,4.5,12,13.5,33,37.1,40,44.9,73,82
02,02M276,BATTERY PARK CITY SCHOOL,4,Group 5,,2018,87,615,4,4.6,13,14.9,18,20.7,52,59.8,70,80.5
02,02M276,BATTERY PARK CITY SCHOOL,5,Group 4,,2018,108,613,11,10.2,12,11.1,41,38,44,40.7,85,78.7
02,02M276,BATTERY PARK CITY SCHOOL,6,Group 3,Class 6,2018,92,612,10,10.9,15,16.3,25,27.2,42,45.7,67,72.8
02,02M276,BATTERY PARK CITY SCHOOL,7,Group 2,Class 5,2018,89,614,6,6.7,14,15.7,25,28.1,44,49.4,69,77.5
02,02M289,I.S. 289,6,Group 3,Class 6,2018,87,611,8,9.2,17,19.5,25,28.7,37,42.5,62,71.3
02,02M289,I.S. 289,7,Group 2,Class 5,2018,89,611,4,4.5,24,27,33,37.1,28,31.5,61,68.5
02,02M289,I.S. 289,8,Group 1,Class 4,2018,80,619,2,2.5,21,26.3,19,23.8,38,47.5,57,71.3
02,02M297,M.S. 297,6,Group 3,Class 6,2018,187,607,29,15.5,46,24.6,56,29.9,56,29.9,112,59.9
02,02M312,NEW YORK CITY LAB MIDDLE SCHOOL FOR COLLABORATIVE,6,Group 3,Class 6,2018,187,629,7,3.7,3,1.6,14,7.5,163,87.2,177,94.7
02,02M312,NEW YORK CITY LAB MIDDLE SCHOOL FOR COLLABORATIVE,7,Group 2,Class 5,2018,175,628,7,4,4,2.3,15,8.6,149,85.1,164,93.7
02,02M312,NEW YORK CITY LAB MIDDLE SCHOOL FOR COLLABORATIVE,8,Group 1,Class 4,2018,49,610,9,18.4,8,16.3,12,24.5,20,40.8,32,65.3
